hidden_layers,activation_function,epochs,learning_rate,batch_size,accuracy
"[4, 8]",ReLU,50,0.1,128,0.8341463414634146
"[4, 8]",ReLU,50,0.1,256,0.8195121951219512
"[4, 8]",ReLU,50,0.1,512,0.8634146341463415
"[4, 8]",ReLU,50,0.01,16,0.9121951219512195
"[4, 8]",ReLU,50,0.01,32,0.8829268292682927
"[4, 8]",ReLU,50,0.01,64,0.848780487804878
"[4, 8]",ReLU,50,0.01,128,0.9024390243902439
"[4, 8]",ReLU,50,0.01,256,0.8195121951219512
"[4, 8]",ReLU,50,0.01,512,0.8146341463414634
"[4, 8]",ReLU,50,0.001,16,0.8682926829268293
"[4, 8]",ReLU,50,0.001,32,0.824390243902439
"[4, 8]",ReLU,50,0.001,64,0.8292682926829268
"[4, 8]",ReLU,50,0.001,128,0.8048780487804879
"[4, 8]",ReLU,50,0.001,256,0.7902439024390244
"[4, 8]",ReLU,50,0.001,512,0.7853658536585366
"[4, 8]",ReLU,50,0.0001,16,0.7853658536585366
"[4, 8]",ReLU,50,0.0001,32,0.7024390243902439
"[4, 8]",ReLU,50,0.0001,64,0.775609756097561
"[4, 8]",ReLU,50,0.0001,128,0.6878048780487804
"[4, 8]",ReLU,50,0.0001,256,0.5073170731707317
"[4, 8]",ReLU,50,0.0001,512,0.5609756097560976
"[4, 8]",ReLU,100,10.0,16,0.4975609756097561
"[4, 8]",ReLU,100,10.0,32,0.5024390243902439
"[4, 8]",ReLU,100,10.0,64,0.4975609756097561
"[4, 8]",ReLU,100,10.0,128,0.4975609756097561
"[4, 8]",ReLU,100,10.0,256,0.4975609756097561
"[4, 8]",ReLU,100,10.0,512,0.4975609756097561
"[4, 8]",ReLU,100,1.0,16,0.5024390243902439
"[4, 8]",ReLU,100,1.0,32,0.5024390243902439
"[4, 8]",ReLU,100,1.0,64,0.5024390243902439
"[4, 8]",ReLU,100,1.0,128,0.5024390243902439
"[4, 8]",ReLU,100,1.0,256,0.4975609756097561
"[4, 8]",ReLU,100,1.0,512,0.7317073170731707
"[4, 8]",ReLU,100,0.1,16,0.8341463414634146
"[4, 8]",ReLU,100,0.1,32,0.8390243902439024
"[4, 8]",ReLU,100,0.1,64,0.9024390243902439
"[4, 8]",ReLU,100,0.1,128,0.926829268292683
"[4, 8]",ReLU,100,0.1,256,0.8585365853658536
"[4, 8]",ReLU,100,0.1,512,0.8926829268292683
"[4, 8]",ReLU,100,0.01,16,0.9073170731707317
"[4, 8]",ReLU,100,0.01,32,0.9121951219512195
"[4, 8]",ReLU,100,0.01,64,0.8585365853658536
"[4, 8]",ReLU,100,0.01,128,0.9219512195121952
"[4, 8]",ReLU,100,0.01,256,0.8634146341463415
"[4, 8]",ReLU,100,0.01,512,0.8195121951219512
"[4, 8]",ReLU,100,0.001,16,0.8634146341463415
"[4, 8]",ReLU,100,0.001,32,0.8439024390243902
"[4, 8]",ReLU,100,0.001,64,0.8341463414634146
"[4, 8]",ReLU,100,0.001,128,0.8048780487804879
"[4, 8]",ReLU,100,0.001,256,0.8
"[4, 8]",ReLU,100,0.001,512,0.8048780487804879
"[4, 8]",ReLU,100,0.0001,16,0.8048780487804879
"[4, 8]",ReLU,100,0.0001,32,0.7902439024390244
"[4, 8]",ReLU,100,0.0001,64,0.7707317073170732
"[4, 8]",ReLU,100,0.0001,128,0.7414634146341463
"[4, 8]",ReLU,100,0.0001,256,0.5951219512195122
"[4, 8]",ReLU,100,0.0001,512,0.5609756097560976
"[4, 8]",ReLU,250,10.0,16,0.4975609756097561
"[4, 8]",ReLU,250,10.0,32,0.5121951219512195
"[4, 8]",ReLU,250,10.0,64,0.5024390243902439
"[4, 8]",ReLU,250,10.0,128,0.5317073170731708
"[4, 8]",ReLU,250,10.0,256,0.5560975609756098
"[4, 8]",ReLU,250,10.0,512,0.4975609756097561
"[4, 8]",ReLU,250,1.0,16,0.5024390243902439
"[4, 8]",ReLU,250,1.0,32,0.7804878048780488
"[4, 8]",ReLU,250,1.0,64,0.5024390243902439
"[4, 8]",ReLU,250,1.0,128,0.4975609756097561
"[4, 8]",ReLU,250,1.0,256,0.7853658536585366
"[4, 8]",ReLU,250,1.0,512,0.775609756097561
"[4, 8]",ReLU,250,0.1,16,0.5707317073170731
"[4, 8]",ReLU,250,0.1,32,0.8926829268292683
"[4, 8]",ReLU,250,0.1,64,0.8634146341463415
"[4, 8]",ReLU,250,0.1,128,0.8292682926829268
"[4, 8]",ReLU,250,0.1,256,0.8585365853658536
"[4, 8]",ReLU,250,0.1,512,0.9512195121951219
"[4, 8]",ReLU,250,0.01,16,0.9463414634146341
"[4, 8]",ReLU,250,0.01,32,0.9414634146341463
"[4, 8]",ReLU,250,0.01,64,0.9121951219512195
"[4, 8]",ReLU,250,0.01,128,0.9219512195121952
"[4, 8]",ReLU,250,0.01,256,0.926829268292683
"[4, 8]",ReLU,250,0.01,512,0.9414634146341463
"[4, 8]",ReLU,250,0.001,16,0.9170731707317074
"[4, 8]",ReLU,250,0.001,32,0.8390243902439024
"[4, 8]",ReLU,250,0.001,64,0.8341463414634146
"[4, 8]",ReLU,250,0.001,128,0.848780487804878
"[4, 8]",ReLU,250,0.001,256,0.8390243902439024
"[4, 8]",ReLU,250,0.001,512,0.824390243902439
"[4, 8]",ReLU,250,0.0001,16,0.8341463414634146
"[4, 8]",ReLU,250,0.0001,32,0.7951219512195122
"[4, 8]",ReLU,250,0.0001,64,0.8048780487804879
"[4, 8]",ReLU,250,0.0001,128,0.8
"[4, 8]",ReLU,250,0.0001,256,0.7902439024390244
"[4, 8]",ReLU,250,0.0001,512,0.5073170731707317
"[4, 8]",Softmax,1,10.0,16,0.5024390243902439
"[4, 8]",Softmax,1,10.0,32,0.5024390243902439
"[4, 8]",Softmax,1,10.0,64,0.5024390243902439
"[4, 8]",Softmax,1,10.0,128,0.6926829268292682
"[4, 8]",Softmax,1,10.0,256,0.5024390243902439
"[4, 8]",Softmax,1,10.0,512,0.5024390243902439
"[4, 8]",Softmax,1,1.0,16,0.7658536585365854
"[4, 8]",Softmax,1,1.0,32,0.7219512195121951
"[4, 8]",Softmax,1,1.0,64,0.7414634146341463
"[4, 8]",Softmax,1,1.0,128,0.7707317073170732
"[4, 8]",Softmax,1,1.0,256,0.4975609756097561
"[4, 8]",Softmax,1,1.0,512,0.5024390243902439
"[4, 8]",Softmax,1,0.1,16,0.8
"[4, 8]",Softmax,1,0.1,32,0.8048780487804879
"[4, 8]",Softmax,1,0.1,64,0.8097560975609757
"[4, 8]",Softmax,1,0.1,128,0.7804878048780488
"[4, 8]",Softmax,1,0.1,256,0.7463414634146341
"[4, 8]",Softmax,1,0.1,512,0.4975609756097561
"[4, 8]",Softmax,1,0.01,16,0.7853658536585366
"[4, 8]",Softmax,1,0.01,32,0.5024390243902439
"[4, 8]",Softmax,1,0.01,64,0.5024390243902439
"[4, 8]",Softmax,1,0.01,128,0.5024390243902439
"[4, 8]",Softmax,1,0.01,256,0.4975609756097561
"[4, 8]",Softmax,1,0.01,512,0.4975609756097561
"[4, 8]",Softmax,1,0.001,16,0.5024390243902439
"[4, 8]",Softmax,1,0.001,32,0.4975609756097561
"[4, 8]",Softmax,1,0.001,64,0.4975609756097561
"[4, 8]",Softmax,1,0.001,128,0.4975609756097561
"[4, 8]",Softmax,1,0.001,256,0.5024390243902439
"[4, 8]",Softmax,1,0.001,512,0.5024390243902439
"[4, 8]",Softmax,1,0.0001,16,0.5024390243902439
"[4, 8]",Softmax,1,0.0001,32,0.5024390243902439
"[4, 8]",Softmax,1,0.0001,64,0.4975609756097561
"[4, 8]",Softmax,1,0.0001,128,0.5024390243902439
"[4, 8]",Softmax,1,0.0001,256,0.5024390243902439
"[4, 8]",Softmax,1,0.0001,512,0.4975609756097561
"[4, 8]",Softmax,10,10.0,16,0.7073170731707317
"[4, 8]",Softmax,10,10.0,32,0.4975609756097561
"[4, 8]",Softmax,10,10.0,64,0.5024390243902439
"[4, 8]",Softmax,10,10.0,128,0.824390243902439
"[4, 8]",Softmax,10,10.0,256,0.5024390243902439
"[4, 8]",Softmax,10,10.0,512,0.5024390243902439
"[4, 8]",Softmax,10,1.0,16,0.7268292682926829
"[4, 8]",Softmax,10,1.0,32,0.5024390243902439
"[4, 8]",Softmax,10,1.0,64,0.5024390243902439
"[4, 8]",Softmax,10,1.0,128,0.775609756097561
"[4, 8]",Softmax,10,1.0,256,0.7902439024390244
"[4, 8]",Softmax,10,1.0,512,0.7951219512195122
"[4, 8]",Softmax,10,0.1,16,0.8341463414634146
"[4, 8]",Softmax,10,0.1,32,0.8390243902439024
"[4, 8]",Softmax,10,0.1,64,0.8536585365853658
"[4, 8]",Softmax,10,0.1,128,0.8292682926829268
"[4, 8]",Softmax,10,0.1,256,0.848780487804878
"[4, 8]",Softmax,10,0.1,512,0.8390243902439024
"[4, 8]",Softmax,10,0.01,16,0.8292682926829268
"[4, 8]",Softmax,10,0.01,32,0.8536585365853658
"[4, 8]",Softmax,10,0.01,64,0.8292682926829268
"[4, 8]",Softmax,10,0.01,128,0.8195121951219512
"[4, 8]",Softmax,10,0.01,256,0.7902439024390244
"[4, 8]",Softmax,10,0.01,512,0.7463414634146341
"[4, 8]",Softmax,10,0.001,16,0.7902439024390244
"[4, 8]",Softmax,10,0.001,32,0.7707317073170732
"[4, 8]",Softmax,10,0.001,64,0.6780487804878049
"[4, 8]",Softmax,10,0.001,128,0.5024390243902439
"[4, 8]",Softmax,10,0.001,256,0.5024390243902439
"[4, 8]",Softmax,10,0.001,512,0.4975609756097561
"[4, 8]",Softmax,10,0.0001,16,0.4975609756097561
"[4, 8]",Softmax,10,0.0001,32,0.5024390243902439
"[4, 8]",Softmax,10,0.0001,64,0.5024390243902439
"[4, 8]",Softmax,10,0.0001,128,0.5024390243902439
"[4, 8]",Softmax,10,0.0001,256,0.4975609756097561
"[4, 8]",Softmax,10,0.0001,512,0.4975609756097561
"[4, 8]",Softmax,25,10.0,16,0.5024390243902439
"[4, 8]",Softmax,25,10.0,32,0.5024390243902439
"[4, 8]",Softmax,25,10.0,64,0.4975609756097561
"[4, 8]",Softmax,25,10.0,128,0.4975609756097561
"[4, 8]",Softmax,25,10.0,256,0.4975609756097561
"[4, 8]",Softmax,25,10.0,512,0.5024390243902439
"[4, 8]",Softmax,25,1.0,16,0.7414634146341463
"[4, 8]",Softmax,25,1.0,32,0.7609756097560976
"[4, 8]",Softmax,25,1.0,64,0.7024390243902439
"[4, 8]",Softmax,25,1.0,128,0.7609756097560976
"[4, 8]",Softmax,25,1.0,256,0.7951219512195122
"[4, 8]",Softmax,25,1.0,512,0.7658536585365854
"[4, 8]",Softmax,25,0.1,16,0.848780487804878
"[4, 8]",Softmax,25,0.1,32,0.8341463414634146
"[4, 8]",Softmax,25,0.1,64,0.8341463414634146
"[4, 8]",Softmax,25,0.1,128,0.8536585365853658
"[4, 8]",Softmax,25,0.1,256,0.8536585365853658
"[4, 8]",Softmax,25,0.1,512,0.8682926829268293
"[4, 8]",Softmax,25,0.01,16,0.8439024390243902
"[4, 8]",Softmax,25,0.01,32,0.848780487804878
"[4, 8]",Softmax,25,0.01,64,0.848780487804878
"[4, 8]",Softmax,25,0.01,128,0.8341463414634146
"[4, 8]",Softmax,25,0.01,256,0.8195121951219512
"[4, 8]",Softmax,25,0.01,512,0.8048780487804879
"[4, 8]",Softmax,25,0.001,16,0.824390243902439
"[4, 8]",Softmax,25,0.001,32,0.824390243902439
"[4, 8]",Softmax,25,0.001,64,0.7951219512195122
"[4, 8]",Softmax,25,0.001,128,0.7463414634146341
"[4, 8]",Softmax,25,0.001,256,0.5024390243902439
"[4, 8]",Softmax,25,0.001,512,0.5024390243902439
"[4, 8]",Softmax,25,0.0001,16,0.5024390243902439
"[4, 8]",Softmax,25,0.0001,32,0.7609756097560976
"[4, 8]",Softmax,25,0.0001,64,0.4975609756097561
"[4, 8]",Softmax,25,0.0001,128,0.4975609756097561
"[4, 8]",Softmax,25,0.0001,256,0.4975609756097561
"[4, 8]",Softmax,25,0.0001,512,0.5024390243902439
"[4, 8]",Softmax,50,10.0,16,0.5024390243902439
"[4, 8]",Softmax,50,10.0,32,0.4975609756097561
"[4, 8]",Softmax,50,10.0,64,0.4975609756097561
"[4, 8]",Softmax,50,10.0,128,0.4975609756097561
"[4, 8]",Softmax,50,10.0,256,0.5024390243902439
"[4, 8]",Softmax,50,10.0,512,0.6829268292682927
"[4, 8]",Softmax,50,1.0,16,0.7658536585365854
"[4, 8]",Softmax,50,1.0,32,0.7609756097560976
"[4, 8]",Softmax,50,1.0,64,0.775609756097561
"[4, 8]",Softmax,50,1.0,128,0.775609756097561
"[4, 8]",Softmax,50,1.0,256,0.7951219512195122
"[4, 8]",Softmax,50,1.0,512,0.824390243902439
"[4, 8]",Softmax,50,0.1,16,0.7951219512195122
"[4, 8]",Softmax,50,0.1,32,0.8780487804878049
"[4, 8]",Softmax,50,0.1,64,0.8878048780487805
"[4, 8]",Softmax,50,0.1,128,0.8731707317073171
"[4, 8]",Softmax,50,0.1,256,0.8780487804878049
"[4, 8]",Softmax,50,0.1,512,0.8682926829268293
"[4, 8]",Softmax,50,0.01,16,0.9024390243902439
"[4, 8]",Softmax,50,0.01,32,0.8634146341463415
"[4, 8]",Softmax,50,0.01,64,0.8829268292682927
"[4, 8]",Softmax,50,0.01,128,0.8536585365853658
"[4, 8]",Softmax,50,0.01,256,0.848780487804878
"[4, 8]",Softmax,50,0.01,512,0.8341463414634146
"[4, 8]",Softmax,50,0.001,16,0.8146341463414634
"[4, 8]",Softmax,50,0.001,32,0.8292682926829268
"[4, 8]",Softmax,50,0.001,64,0.8292682926829268
"[4, 8]",Softmax,50,0.001,128,0.8097560975609757
"[4, 8]",Softmax,50,0.001,256,0.7609756097560976
"[4, 8]",Softmax,50,0.001,512,0.5024390243902439
"[4, 8]",Softmax,50,0.0001,16,0.7365853658536585
"[4, 8]",Softmax,50,0.0001,32,0.5024390243902439
"[4, 8]",Softmax,50,0.0001,64,0.7609756097560976
"[4, 8]",Softmax,50,0.0001,128,0.4975609756097561
"[4, 8]",Softmax,50,0.0001,256,0.4975609756097561
"[4, 8]",Softmax,50,0.0001,512,0.5024390243902439
"[4, 8]",Softmax,100,10.0,16,0.5024390243902439
"[4, 8]",Softmax,100,10.0,32,0.7268292682926829
"[4, 8]",Softmax,100,10.0,64,0.7658536585365854
"[4, 8]",Softmax,100,10.0,128,0.4975609756097561
"[4, 8]",Softmax,100,10.0,256,0.7024390243902439
"[4, 8]",Softmax,100,10.0,512,0.5024390243902439
"[4, 8]",Softmax,100,1.0,16,0.7317073170731707
"[4, 8]",Softmax,100,1.0,32,0.7414634146341463
"[4, 8]",Softmax,100,1.0,64,0.7707317073170732
"[4, 8]",Softmax,100,1.0,128,0.7804878048780488
"[4, 8]",Softmax,100,1.0,256,0.5024390243902439
"[4, 8]",Softmax,100,1.0,512,0.8195121951219512
"[4, 8]",Softmax,100,0.1,16,0.848780487804878
"[4, 8]",Softmax,100,0.1,32,0.8439024390243902
"[4, 8]",Softmax,100,0.1,64,0.8341463414634146
"[4, 8]",Softmax,100,0.1,128,0.8439024390243902
"[4, 8]",Softmax,100,0.1,256,0.8585365853658536
"[4, 8]",Softmax,100,0.1,512,0.9024390243902439
"[4, 8]",Softmax,100,0.01,16,0.8390243902439024
"[4, 8]",Softmax,100,0.01,32,0.8536585365853658
"[4, 8]",Softmax,100,0.01,64,0.8780487804878049
"[4, 8]",Softmax,100,0.01,128,0.8585365853658536
"[4, 8]",Softmax,100,0.01,256,0.8439024390243902
"[4, 8]",Softmax,100,0.01,512,0.8536585365853658
"[4, 8]",Softmax,100,0.001,16,0.8682926829268293
"[4, 8]",Softmax,100,0.001,32,0.848780487804878
"[4, 8]",Softmax,100,0.001,64,0.8292682926829268
"[4, 8]",Softmax,100,0.001,128,0.8097560975609757
"[4, 8]",Softmax,100,0.001,256,0.7902439024390244
"[4, 8]",Softmax,100,0.001,512,0.7707317073170732
"[4, 8]",Softmax,100,0.0001,16,0.7853658536585366
"[4, 8]",Softmax,100,0.0001,32,0.7463414634146341
"[4, 8]",Softmax,100,0.0001,64,0.7365853658536585
"[4, 8]",Softmax,100,0.0001,128,0.5317073170731708
"[4, 8]",Softmax,100,0.0001,256,0.4975609756097561
"[4, 8]",Softmax,100,0.0001,512,0.4975609756097561
"[4, 8]",Softmax,250,10.0,16,0.5024390243902439
"[4, 8]",Softmax,250,10.0,32,0.5024390243902439
"[4, 8]",Softmax,250,10.0,64,0.4975609756097561
"[4, 8]",Softmax,250,10.0,128,0.4975609756097561
"[4, 8]",Softmax,250,10.0,256,0.4975609756097561
"[4, 8]",Softmax,250,10.0,512,0.4975609756097561
"[4, 8]",Softmax,250,1.0,16,0.4975609756097561
"[4, 8]",Softmax,250,1.0,32,0.7951219512195122
"[4, 8]",Softmax,250,1.0,64,0.7365853658536585
"[4, 8]",Softmax,250,1.0,128,0.7463414634146341
"[4, 8]",Softmax,250,1.0,256,0.7951219512195122
"[4, 8]",Softmax,250,1.0,512,0.775609756097561
"[4, 8]",Softmax,250,0.1,16,0.8048780487804879
"[4, 8]",Softmax,250,0.1,32,0.8634146341463415
"[4, 8]",Softmax,250,0.1,64,0.8975609756097561
"[4, 8]",Softmax,250,0.1,128,0.8975609756097561
"[4, 8]",Softmax,250,0.1,256,0.8682926829268293
"[4, 8]",Softmax,250,0.1,512,0.9073170731707317
"[4, 8]",Softmax,250,0.01,16,0.8780487804878049
"[4, 8]",Softmax,250,0.01,32,0.8634146341463415
"[4, 8]",Softmax,250,0.01,64,0.8731707317073171
"[4, 8]",Softmax,250,0.01,128,0.8975609756097561
"[4, 8]",Softmax,250,0.01,256,0.9219512195121952
"[4, 8]",Softmax,250,0.01,512,0.8780487804878049
"[4, 8]",Softmax,250,0.001,16,0.8585365853658536
"[4, 8]",Softmax,250,0.001,32,0.8878048780487805
"[4, 8]",Softmax,250,0.001,64,0.8439024390243902
"[4, 8]",Softmax,250,0.001,128,0.8536585365853658
"[4, 8]",Softmax,250,0.001,256,0.824390243902439
"[4, 8]",Softmax,250,0.001,512,0.8195121951219512
"[4, 8]",Softmax,250,0.0001,16,0.8097560975609757
"[4, 8]",Softmax,250,0.0001,32,0.8292682926829268
"[4, 8]",Softmax,250,0.0001,64,0.7707317073170732
"[4, 8]",Softmax,250,0.0001,128,0.5853658536585366
"[4, 8]",Softmax,250,0.0001,256,0.5024390243902439
"[4, 8]",Softmax,250,0.0001,512,0.4975609756097561
"[4, 8]",Tanh,1,10.0,16,0.7658536585365854
"[4, 8]",Tanh,1,10.0,32,0.7219512195121951
"[4, 8]",Tanh,1,10.0,64,0.7951219512195122
"[4, 8]",Tanh,1,10.0,128,0.7365853658536585
"[4, 8]",Tanh,1,10.0,256,0.5219512195121951
"[4, 8]",Tanh,1,10.0,512,0.5463414634146342
"[4, 8]",Tanh,1,1.0,16,0.6780487804878049
"[4, 8]",Tanh,1,1.0,32,0.6926829268292682
"[4, 8]",Tanh,1,1.0,64,0.7073170731707317
"[4, 8]",Tanh,1,1.0,128,0.5024390243902439
"[4, 8]",Tanh,1,1.0,256,0.7219512195121951
"[4, 8]",Tanh,1,1.0,512,0.5024390243902439
"[4, 8]",Tanh,1,0.1,16,0.8
"[4, 8]",Tanh,1,0.1,32,0.8195121951219512
"[4, 8]",Tanh,1,0.1,64,0.7951219512195122
"[4, 8]",Tanh,1,0.1,128,0.8097560975609757
"[4, 8]",Tanh,1,0.1,256,0.8048780487804879
"[4, 8]",Tanh,1,0.1,512,0.751219512195122
"[4, 8]",Tanh,1,0.01,16,0.7951219512195122
"[4, 8]",Tanh,1,0.01,32,0.7853658536585366
"[4, 8]",Tanh,1,0.01,64,0.8
"[4, 8]",Tanh,1,0.01,128,0.7560975609756098
"[4, 8]",Tanh,1,0.01,256,0.6634146341463415
"[4, 8]",Tanh,1,0.01,512,0.6682926829268293
"[4, 8]",Tanh,1,0.001,16,0.6487804878048781
"[4, 8]",Tanh,1,0.001,32,0.5609756097560976
"[4, 8]",Tanh,1,0.001,64,0.5121951219512195
"[4, 8]",Tanh,1,0.001,128,0.5365853658536586
"[4, 8]",Tanh,1,0.001,256,0.4975609756097561
"[4, 8]",Tanh,1,0.001,512,0.4975609756097561
"[4, 8]",Tanh,1,0.0001,16,0.4146341463414634
"[4, 8]",Tanh,1,0.0001,32,0.6439024390243903
"[4, 8]",Tanh,1,0.0001,64,0.6585365853658537
"[4, 8]",Tanh,1,0.0001,128,0.5073170731707317
"[4, 8]",Tanh,1,0.0001,256,0.5024390243902439
"[4, 8]",Tanh,1,0.0001,512,0.5317073170731708
"[4, 8]",Tanh,10,10.0,16,0.5170731707317073
"[4, 8]",Tanh,10,10.0,32,0.775609756097561
"[4, 8]",Tanh,10,10.0,64,0.7463414634146341
"[4, 8]",Tanh,10,10.0,128,0.7365853658536585
"[4, 8]",Tanh,10,10.0,256,0.3902439024390244
"[4, 8]",Tanh,10,10.0,512,0.7219512195121951
"[4, 8]",Tanh,10,1.0,16,0.7658536585365854
"[4, 8]",Tanh,10,1.0,32,0.7365853658536585
"[4, 8]",Tanh,10,1.0,64,0.8
"[4, 8]",Tanh,10,1.0,128,0.7414634146341463
"[4, 8]",Tanh,10,1.0,256,0.8146341463414634
"[4, 8]",Tanh,10,1.0,512,0.7853658536585366
"[4, 8]",Tanh,10,0.1,16,0.8585365853658536
"[4, 8]",Tanh,10,0.1,32,0.848780487804878
"[4, 8]",Tanh,10,0.1,64,0.8585365853658536
"[4, 8]",Tanh,10,0.1,128,0.8292682926829268
"[4, 8]",Tanh,10,0.1,256,0.8341463414634146
"[4, 8]",Tanh,10,0.1,512,0.8146341463414634
"[4, 8]",Tanh,10,0.01,16,0.848780487804878
"[4, 8]",Tanh,10,0.01,32,0.824390243902439
"[4, 8]",Tanh,10,0.01,64,0.8341463414634146
"[4, 8]",Tanh,10,0.01,128,0.8195121951219512
"[4, 8]",Tanh,10,0.01,256,0.8048780487804879
"[4, 8]",Tanh,10,0.01,512,0.7804878048780488
"[4, 8]",Tanh,10,0.001,16,0.7951219512195122
"[4, 8]",Tanh,10,0.001,32,0.8195121951219512
"[4, 8]",Tanh,10,0.001,64,0.7707317073170732
"[4, 8]",Tanh,10,0.001,128,0.7902439024390244
"[4, 8]",Tanh,10,0.001,256,0.6
"[4, 8]",Tanh,10,0.001,512,0.5170731707317073
"[4, 8]",Tanh,10,0.0001,16,0.7121951219512195
"[4, 8]",Tanh,10,0.0001,32,0.5024390243902439
"[4, 8]",Tanh,10,0.0001,64,0.5219512195121951
"[4, 8]",Tanh,10,0.0001,128,0.5024390243902439
"[4, 8]",Tanh,10,0.0001,256,0.5170731707317073
"[4, 8]",Tanh,10,0.0001,512,0.4975609756097561
"[4, 8]",Tanh,25,10.0,16,0.7317073170731707
"[4, 8]",Tanh,25,10.0,32,0.551219512195122
"[4, 8]",Tanh,25,10.0,64,0.4682926829268293
"[4, 8]",Tanh,25,10.0,128,0.4
"[4, 8]",Tanh,25,10.0,256,0.7560975609756098
"[4, 8]",Tanh,25,10.0,512,0.6439024390243903
"[4, 8]",Tanh,25,1.0,16,0.526829268292683
"[4, 8]",Tanh,25,1.0,32,0.6195121951219512
"[4, 8]",Tanh,25,1.0,64,0.824390243902439
"[4, 8]",Tanh,25,1.0,128,0.8097560975609757
"[4, 8]",Tanh,25,1.0,256,0.7560975609756098
"[4, 8]",Tanh,25,1.0,512,0.8390243902439024
"[4, 8]",Tanh,25,0.1,16,0.8439024390243902
"[4, 8]",Tanh,25,0.1,32,0.8731707317073171
"[4, 8]",Tanh,25,0.1,64,0.8878048780487805
"[4, 8]",Tanh,25,0.1,128,0.8926829268292683
"[4, 8]",Tanh,25,0.1,256,0.8682926829268293
"[4, 8]",Tanh,25,0.1,512,0.8731707317073171
"[4, 8]",Tanh,25,0.01,16,0.8878048780487805
"[4, 8]",Tanh,25,0.01,32,0.8731707317073171
"[4, 8]",Tanh,25,0.01,64,0.8439024390243902
"[4, 8]",Tanh,25,0.01,128,0.824390243902439
"[4, 8]",Tanh,25,0.01,256,0.824390243902439
"[4, 8]",Tanh,25,0.01,512,0.8146341463414634
"[4, 8]",Tanh,25,0.001,16,0.8
"[4, 8]",Tanh,25,0.001,32,0.7951219512195122
"[4, 8]",Tanh,25,0.001,64,0.8048780487804879
"[4, 8]",Tanh,25,0.001,128,0.7853658536585366
"[4, 8]",Tanh,25,0.001,256,0.7902439024390244
"[4, 8]",Tanh,25,0.001,512,0.7219512195121951
"[4, 8]",Tanh,25,0.0001,16,0.8048780487804879
"[4, 8]",Tanh,25,0.0001,32,0.7317073170731707
"[4, 8]",Tanh,25,0.0001,64,0.5317073170731708
"[4, 8]",Tanh,25,0.0001,128,0.7170731707317073
"[4, 8]",Tanh,25,0.0001,256,0.775609756097561
"[4, 8]",Tanh,25,0.0001,512,0.32195121951219513
"[4, 8]",Tanh,50,10.0,16,0.4975609756097561
"[4, 8]",Tanh,50,10.0,32,0.7219512195121951
"[4, 8]",Tanh,50,10.0,64,0.5902439024390244
"[4, 8]",Tanh,50,10.0,128,0.526829268292683
"[4, 8]",Tanh,50,10.0,256,0.5560975609756098
"[4, 8]",Tanh,50,10.0,512,0.5219512195121951
"[4, 8]",Tanh,50,1.0,16,0.7560975609756098
"[4, 8]",Tanh,50,1.0,32,0.7317073170731707
"[4, 8]",Tanh,50,1.0,64,0.6829268292682927
"[4, 8]",Tanh,50,1.0,128,0.7658536585365854
"[4, 8]",Tanh,50,1.0,256,0.8292682926829268
"[4, 8]",Tanh,50,1.0,512,0.8
"[4, 8]",Tanh,50,0.1,16,0.8195121951219512
"[4, 8]",Tanh,50,0.1,32,0.9170731707317074
"[4, 8]",Tanh,50,0.1,64,0.9024390243902439
"[4, 8]",Tanh,50,0.1,128,0.9170731707317074
"[4, 8]",Tanh,50,0.1,256,0.8975609756097561
"[4, 8]",Tanh,50,0.1,512,0.9024390243902439
"[4, 8]",Tanh,50,0.01,16,0.9024390243902439
"[4, 8]",Tanh,50,0.01,32,0.8731707317073171
"[4, 8]",Tanh,50,0.01,64,0.9121951219512195
"[4, 8]",Tanh,50,0.01,128,0.8536585365853658
"[4, 8]",Tanh,50,0.01,256,0.8536585365853658
"[4, 8]",Tanh,50,0.01,512,0.8195121951219512
"[4, 8]",Tanh,50,0.001,16,0.8292682926829268
"[4, 8]",Tanh,50,0.001,32,0.8097560975609757
"[4, 8]",Tanh,50,0.001,64,0.8
"[4, 8]",Tanh,50,0.001,128,0.7853658536585366
"[4, 8]",Tanh,50,0.001,256,0.7853658536585366
"[4, 8]",Tanh,50,0.001,512,0.8097560975609757
"[4, 8]",Tanh,50,0.0001,16,0.775609756097561
"[4, 8]",Tanh,50,0.0001,32,0.775609756097561
"[4, 8]",Tanh,50,0.0001,64,0.7609756097560976
"[4, 8]",Tanh,50,0.0001,128,0.7463414634146341
"[4, 8]",Tanh,50,0.0001,256,0.4682926829268293
"[4, 8]",Tanh,50,0.0001,512,0.5560975609756098
"[4, 8]",Tanh,100,10.0,16,0.7317073170731707
"[4, 8]",Tanh,100,10.0,32,0.6829268292682927
"[4, 8]",Tanh,100,10.0,64,0.7121951219512195
"[4, 8]",Tanh,100,10.0,128,0.7951219512195122
"[4, 8]",Tanh,100,10.0,256,0.5024390243902439
"[4, 8]",Tanh,100,10.0,512,0.5609756097560976
"[4, 8]",Tanh,100,1.0,16,0.6634146341463415
"[4, 8]",Tanh,100,1.0,32,0.6878048780487804
"[4, 8]",Tanh,100,1.0,64,0.5707317073170731
"[4, 8]",Tanh,100,1.0,128,0.7317073170731707
"[4, 8]",Tanh,100,1.0,256,0.7804878048780488
"[4, 8]",Tanh,100,1.0,512,0.7170731707317073
"[4, 8]",Tanh,100,0.1,16,0.8195121951219512
